Name1	Name2	Connection
王成	薛宝钗	5
王夫人	赵姨娘	2
平儿	王成	3
田妈	贾蘅	1
田妈	贾探春	1
贾蘅	贾探春	2
贾蘅	李纨	1
平儿	莺儿	2
王成	莺儿	1
莺儿	薛宝钗	3
茗烟	叶妈	1
莺儿	叶妈	2
平儿	叶妈	1
贾宝玉	王成	19
贾宝玉	李公子	3
贾蘅	王成	2
贾宝玉	王信	11
史湘云	王信	2
鸳鸯	袭人	3
鸳鸯	平儿	7
贾宝玉	平儿	2
袭人	平儿	1
傅试	王夫人	1
傅试	贾宝玉	2
傅试	紫鹃	1
王夫人	紫鹃	1
贾宝玉	紫鹃	23
王信	王夫人	6
林黛玉	紫鹃	9
贾宝玉	雪雁	5
雪雁	王夫人	1
雪雁	林黛玉	2
雪雁	紫鹃	3
紫鹃	贾环	1
贾芳	雪雁	1
赵姨娘	紫鹃	1
贾宝玉	贾珠	3
王信	袭人	3
王信	李嬷嬷	1
袭人	晴雯	30
袭人	林黛玉	6
袭人	紫鹃	7
贾敏	贾宝玉	1
贾敏	紫鹃	1
王成	紫鹃	2
琥珀	紫鹃	2
琥珀	林黛玉	1
琥珀	王夫人	1
紫鹃	林黛玉	1
紫鹃	王夫人	1
林黛玉	王夫人	3
晴雯	李嬷嬷	1
晴雯	紫鹃	2
李嬷嬷	紫鹃	2
鸳鸯	紫鹃	1
贾宝玉	贾菱	18
李公子	王成	2
薛蝌	王夫人	1
邢忠	王夫人	1
薛宝钗	史湘云	9
薛宝钗	邢岫烟	1
史湘云	邢岫烟	1
贾迎春	薛宝钗	7
贾迎春	秦业	1
贾迎春	王夫人	9
薛宝钗	秦业	1
秦业	王夫人	1
薛宝钗	薛蝌	2
薛宝钗	林黛玉	25
薛宝钗	紫鹃	2
贾菱	薛宝钗	4
贾菱	史湘云	7
莺儿	篆儿	1
莺儿	史湘云	1
篆儿	史湘云	1
王成	林黛玉	6
平儿	林黛玉	1
王荣	尤氏	3
贾惜春	贾探春	5
贾惜春	薛宝琴	3
贾惜春	贾菱	2
贾惜春	贾环	1
贾惜春	史湘云	4
贾惜春	林黛玉	3
贾惜春	贾迎春	4
贾惜春	薛宝钗	3
贾惜春	赵姨娘	1
贾惜春	李纨	4
贾探春	薛宝琴	12
贾探春	贾菱	1
贾探春	贾环	1
贾探春	史湘云	7
贾探春	林黛玉	13
贾探春	贾迎春	3
薛宝琴	贾菱	3
薛宝琴	贾环	1
薛宝琴	史湘云	14
薛宝琴	贾迎春	3
薛宝琴	薛宝钗	8
薛宝琴	赵姨娘	1
薛宝琴	李纨	5
贾菱	贾环	1
贾菱	林黛玉	4
贾菱	贾迎春	2
贾菱	赵姨娘	1
贾菱	李纨	2
贾环	史湘云	1
贾环	林黛玉	1
贾环	贾迎春	1
贾环	薛宝钗	1
贾环	赵姨娘	1
贾环	李纨	1
史湘云	贾迎春	3
史湘云	薛宝钗	5
史湘云	赵姨娘	1
史湘云	李纨	3
林黛玉	贾迎春	4
林黛玉	薛宝钗	10
林黛玉	赵姨娘	1
林黛玉	李纨	5
贾迎春	赵姨娘	1
贾迎春	李纨	2
薛宝钗	赵姨娘	2
薛宝钗	薛宝琴	2
林黛玉	薛宝琴	1
王荣	赖大	2
王信	尤氏	4
文官	贾探春	1
文官	葵官	1
文官	薛宝琴	1
文官	尤氏	1
文官	藕官	1
文官	蕊官	1
文官	贾宝玉	1
文官	林黛玉	1
文官	薛宝钗	1
文官	史湘云	1
文官	艾官	1
文官	茄官	1
文官	豆官	1
文官	贾芳	1
贾探春	葵官	1
贾探春	尤氏	7
贾探春	藕官	1
贾探春	蕊官	1
贾探春	贾宝玉	6
贾探春	艾官	3
贾探春	茄官	1
贾探春	豆官	1
贾探春	贾芳	2
葵官	薛宝琴	2
葵官	尤氏	1
葵官	藕官	3
葵官	蕊官	2
葵官	贾宝玉	1
葵官	林黛玉	1
葵官	薛宝钗	1
葵官	史湘云	3
葵官	艾官	1
葵官	茄官	1
葵官	豆官	2
葵官	贾芳	2
薛宝琴	尤氏	1
薛宝琴	藕官	2
薛宝琴	蕊官	2
薛宝琴	贾宝玉	4
薛宝琴	艾官	1
薛宝琴	茄官	1
薛宝琴	豆官	2
薛宝琴	贾芳	2
尤氏	藕官	1
尤氏	蕊官	1
尤氏	林黛玉	1
尤氏	史湘云	5
尤氏	艾官	1
尤氏	茄官	1
尤氏	豆官	1
尤氏	贾芳	2
藕官	蕊官	5
藕官	贾宝玉	2
藕官	林黛玉	1
藕官	薛宝钗	1
藕官	史湘云	2
藕官	艾官	1
藕官	茄官	1
藕官	豆官	2
藕官	贾芳	5
蕊官	贾宝玉	2
蕊官	林黛玉	1
蕊官	薛宝钗	1
蕊官	史湘云	2
蕊官	艾官	1
蕊官	茄官	1
蕊官	豆官	3
蕊官	贾芳	10
贾宝玉	艾官	1
贾宝玉	茄官	1
贾宝玉	豆官	1
贾宝玉	贾芳	37
林黛玉	史湘云	1
林黛玉	艾官	1
林黛玉	茄官	1
林黛玉	豆官	1
林黛玉	贾芳	1
薛宝钗	艾官	1
薛宝钗	茄官	1
薛宝钗	豆官	1
薛宝钗	贾芳	2
史湘云	艾官	1
史湘云	茄官	1
史湘云	豆官	2
史湘云	贾芳	2
艾官	茄官	1
艾官	豆官	1
艾官	贾芳	1
茄官	豆官	1
茄官	贾芳	1
豆官	贾芳	2
王荣	北静王	2
贾琏	贾兰	3
贾琏	贾环	2
贾兰	贾琮	2
贾琮	贾环	3
史湘云	贾菱	1
贾宝玉	笑儿	1
笑儿	史湘云	1
贾芳	林黛玉	1
贾宝玉	藕官	8
王成	藕官	3
蕊官	藕官	6
贾芳	藕官	5
贾菱	袭人	1
贾菱	贾芳	4
袭人	贾芳	18
袭人	史湘云	3
贾芳	史湘云	2
贾芳	晴雯	8
袭人	麝月	17
晴雯	麝月	11
袭人	秦钟	4
贾芳	麝月	3
王成	贾芳	5
贾芳	菂官	2
秦钟	贾敬	1
玉钏	王夫人	2
玉钏	鸳鸯	1
玉钏	彩霞	1
玉钏	彩云	4
玉钏	玻璃	1
玉钏	琥珀	1
玉钏	翡翠	1
王夫人	鸳鸯	2
王夫人	彩霞	1
王夫人	彩云	1
王夫人	玻璃	1
王夫人	琥珀	2
王夫人	翡翠	1
鸳鸯	彩霞	1
鸳鸯	彩云	1
鸳鸯	玻璃	1
鸳鸯	琥珀	6
鸳鸯	翡翠	1
彩霞	彩云	1
彩霞	玻璃	1
彩霞	琥珀	1
彩霞	翡翠	1
彩云	玻璃	1
彩云	琥珀	1
彩云	翡翠	1
玻璃	琥珀	1
玻璃	翡翠	1
琥珀	翡翠	1
鸳鸯	玉钏	2
贾蓉	王夫人	2
贾珍	王夫人	3
贾琏	王夫人	9
薛宝钗	贾蔷	1
史湘云	贾蔷	1
蕊官	莺儿	4
莺儿	藕官	3
莺儿	贾蘅	1
莺儿	林黛玉	3
莺儿	紫鹃	3
蕊官	紫鹃	1
藕官	紫鹃	1
林黛玉	藕官	1
莺儿	春燕	8
贾宝玉	春燕	5
王成	春燕	3
春燕	藕官	2
贾芳	小鸠儿	1
莺儿	王成	3
莺儿	王信	1
王成	王信	1
春燕	王成	1
春燕	贾芳	2
袭人	藕官	3
王成	晴雯	3
晴雯	藕官	2
袭人	春燕	2
春燕	林黛玉	1
春燕	麝月	1
平儿	袭人	12
平儿	贾蔷	1
袭人	贾蔷	1
贾宝玉	莺儿	2
王信	春燕	1
贾蘅	薛宝钗	1
贾蘅	林黛玉	1
贾芳	贾蔷	2
贾宝玉	贾琮	3
贾芳	春燕	1
蕊官	春燕	1
贾芳	贾琮	1
贾芳	贾环	2
贾宝玉	贾蔷	1
半儿	贾环	1
贾环	贾政	2
贾环	王夫人	5
贾政	王夫人	6
赵姨娘	彩云	1
彩云	贾环	5
王狗	王成	2
王狗	贾环	1
夏婆子	赵姨娘	1
夏婆子	藕官	1
赵姨娘	藕官	1
王成	夏婆子	1
贾芳	赵姨娘	4
李贵	袭人	1
李贵	贾芳	1
李贵	赵姨娘	1
晴雯	赵姨娘	1
葵官	王信	1
薛宝琴	王信	1
藕官	王信	1
蕊官	王信	1
王信	豆官	1
王信	贾芳	3
豆官	赵姨娘	1
蕊官	葵官	1
豆官	葵官	1
豆官	藕官	1
贾探春	春燕	1
贾探春	晴雯	1
春燕	晴雯	1
平儿	尤氏	4
尤氏	贾敬	1
贾敬	李纨	1
贾探春	夏婆子	2
贾探春	翠墨	2
夏婆子	艾官	1
柳家的	贾芳	4
柳家的	贾宝玉	4
贾蘅	贾宝玉	1
贾蘅	贾芳	1
贾蘅	赵姨娘	1
贾宝玉	玻璃	4
玻璃	贾芳	1
贾芳	五儿	8
王成	五儿	2
坠儿	贾琏	1
李贵	贾珍	2
钱槐	赵姨娘	1
柳家的	五儿	3
王成	钱槐	1
钱槐	五儿	1
柳家的	钱槐	1
柳家的	平儿	2
贾迎春	莲花	1
贾迎春	司棋	3
莲花	司棋	1
柳家的	李贵	1
司棋	莲花	1
王狗	司棋	1
司棋	王成	5
林之孝	五儿	2
林之孝	玉钏	1
莲花	小蝉	1
玉钏	贾琏	1
林之孝	平儿	3
贾探春	五儿	1
五儿	李纨	1
贾探春	贾兰	1
平儿	林之孝	2
平儿	贾芳	4
平儿	五儿	2
晴雯	彩云	1
晴雯	贾环	1
平儿	玉钏	3
玉钏	王成	1
王成	彩云	1
平儿	秦业	1
平儿	彩云	1
玉钏	秦业	1
秦业	彩云	1
贾宝玉	彩云	3
柳家的	林之孝	1
李婶娘	司棋	1
贾宝玉	秦业	3
贾菱	林之孝	1
贾菱	平儿	1
林之孝	史湘云	1
史湘云	平儿	1
柳家的	贾探春	1
柳家的	李纨	2
王信	玉钏	1
王信	彩云	1
王信	赵姨娘	1
玉钏	赵姨娘	1
彩云	赵姨娘	1
王信	贾环	1
李贵	贾宝玉	3
入画	翠缕	1
入画	绣鸾	1
入画	邢岫烟	1
入画	小螺	1
入画	翠墨	1
入画	篆儿	1
入画	巧姐	1
翠缕	绣鸾	1
翠缕	邢岫烟	1
翠缕	小螺	1
翠缕	翠墨	1
翠缕	篆儿	1
翠缕	巧姐	1
绣鸾	邢岫烟	1
绣鸾	小螺	1
绣鸾	翠墨	1
绣鸾	篆儿	1
绣鸾	巧姐	1
邢岫烟	小螺	1
邢岫烟	翠墨	1
邢岫烟	篆儿	1
邢岫烟	巧姐	1
小螺	翠墨	1
小螺	篆儿	1
小螺	巧姐	1
翠墨	篆儿	1
翠墨	巧姐	1
篆儿	巧姐	1
袭人	贾宝玉	5
贾宝玉	贾探春	4
贾探春	袭人	1
贾探春	柳家的	1
林黛玉	柳家的	1
柳家的	薛宝钗	1
贾宝玉	薛蝌	2
薛蝌	薛宝琴	1
袭人	贾菱	4
袭人	蕊官	2
袭人	素云	1
贾菱	晴雯	1
贾菱	藕官	2
贾菱	蕊官	2
贾菱	素云	1
贾菱	麝月	2
晴雯	蕊官	1
晴雯	素云	1
晴雯	贾芳	3
藕官	素云	1
藕官	麝月	1
蕊官	素云	1
蕊官	麝月	1
素云	贾芳	1
素云	麝月	1
平儿	薛宝琴	1
鸳鸯	贾探春	2
贾惜春	玉钏	1
玉钏	贾菱	1
玉钏	史湘云	1
玉钏	林黛玉	1
玉钏	贾迎春	1
玉钏	薛宝钗	1
袭人	尤氏	3
袭人	彩云	1
尤氏	彩云	1
彩云	李纨	1
司棋	晴雯	3
司棋	莺儿	1
司棋	紫鹃	1
司棋	小螺	1
晴雯	莺儿	1
晴雯	小螺	1
莺儿	小螺	2
紫鹃	小螺	1
王成	薛宝琴	1
王成	贾菱	2
贾探春	秦钟	1
鸳鸯	尤氏	1
平儿	鸳鸯	1
平儿	史湘云	1
袭人	鸳鸯	1
尤氏	王成	2
尤氏	鸳鸯	2
王成	鸳鸯	1
王成	贾宝玉	1
鸳鸯	史湘云	1
林黛玉	秦钟	2
莺儿	晴雯	1
莺儿	笑儿	1
小螺	晴雯	1
小螺	笑儿	1
晴雯	笑儿	1
林黛玉	彩云	1
薛宝钗	贾菱	1
林之孝	贾探春	3
林之孝	王夫人	1
史湘云	秦业	1
琥珀	史湘云	1
贾宝玉	秦钟	2
秦钟	贾环	1
袭人	薛宝钗	1
薛宝钗	秦钟	1
贾宝玉	五儿	3
贾菱	小螺	1
藕官	小螺	1
蕊官	小螺	1
小螺	贾芳	1
贾兰	贾菱	1
王信	贾菱	1
王信	贾宝玉	3
贾菱	贾宝玉	1
袭人	李纹	4
李纹	晴雯	2
碧痕	四儿	1
碧痕	贾芳	1
四儿	贾芳	2
贾宝玉	四儿	3
林之孝	袭人	1
四儿	麝月	1
薛宝琴	翠墨	1
翠墨	李纨	1
贾芳	薛宝钗	1
贾菱	贾探春	1
史湘云	麝月	1
贾菱	贾瑞	1
晴雯	贾菱	1
晴雯	薛宝钗	2
晴雯	林黛玉	1
贾芳	秦钟	1
李贵	贾探春	1
李贵	林黛玉	1
李贵	李纨	1
秦钟	李嬷嬷	1
平儿	晴雯	1
贾宝玉	晴雯	35
妙玉	贾宝玉	3
妙玉	贾芳	1
妙玉	晴雯	2
妙玉	袭人	1
妙玉	四儿	1
袭人	四儿	1
四儿	晴雯	1
贾芳	贾效	1
贾宝玉	葵官	1
王成	葵官	1
贾芳	葵官	1
尤氏	佩凤	6
贾菱	尤氏	1
贾宝玉	佩凤	2
贾菱	佩凤	1
尤氏	贾琏	4
尤氏	贾珍	5
王信	贾珍	3
王荣	贾宝玉	1
王荣	李纨	1
贾珩	贾珖	1
贾珩	贾菱	1
贾珩	贾菖	1
贾珖	贾菱	1
贾珖	贾菖	1
贾菱	贾菖	1
王信	贾蓉	6
王仁	贾敬	1
贾珖	贾珍	1
尤二姐	贾蓉	3
尤二姐	王仁	1
贾蓉	王仁	1
尤二姐	王成	3
尤二姐	李贵	1
贾蓉	王成	5
贾蓉	李贵	1
王成	李贵	1
碧痕	李纹	1
碧痕	麝月	1
袭人	贾蓉	1
袭人	贾珍	1
袭人	茗烟	1
袭人	王信	1
贾珍	贾宝玉	3
贾珍	茗烟	1
贾珍	王信	1
贾珍	贾芳	1
贾宝玉	茗烟	1
茗烟	王信	1
茗烟	贾芳	1
雪雁	贾芳	1
雪雁	贾菱	1
贾芳	贾菱	1
贾宝玉	贾琏	9
贾琏	贾赦	8
贾赦	王夫人	5
贾蓉	尤氏	9
贾珍	尤老娘	3
贾珍	俞禄	2
贾蓉	贾琏	14
贾蓉	俞禄	3
贾琏	俞禄	3
尤二姐	贾琏	10
尤二姐	贾敬	1
贾琏	贾敬	1
王成	贾琏	6
尤二姐	尤老娘	1
贾琏	尤老娘	6
俞禄	贾珍	1
李公子	贾琏	1
李公子	贾珍	1
李公子	张华	1
贾琏	张华	4
贾珍	张华	3
尤老娘	张华	2
尤老娘	尤二姐	1
尤二姐	张华	1
王信	尤老娘	1
鲍二家的	贾珍	1
鲍二家的	贾琏	1
贾琏	隆儿	2
贾珍	隆儿	1
寿儿	喜儿	2
秦钟	喜儿	1
鲍二家的	王成	1
寿儿	隆儿	2
隆儿	喜儿	1
秦钟	贾珍	1
王狗	贾琏	2
李贵	贾琏	2
兴儿	贾琏	3
兴儿	贾珍	4
兴儿	隆儿	1
尤二姐	兴儿	3
王荣	兴儿	1
兴儿	尤氏	1
尤二姐	贾宝玉	2
尤二姐	王信	1
贾宝玉	兴儿	1
兴儿	王信	1
柳湘莲	贾琏	1
尤二姐	贾萍	1
柳湘莲	薛蟠	2
王信	贾琏	5
王成	薛蟠	1
李贵	王信	2
鸳鸯	贾琏	6
薛蝌	薛蟠	1
茗烟	贾宝玉	2
茗烟	贾琏	2
贾宝玉	贾珍	1
鸳鸯	柳湘莲	1
鸳鸯	贾环	1
柳湘莲	贾环	1
柳湘莲	薛宝钗	1
柳湘莲	贾珍	1
薛宝钗	贾珍	1
薛宝钗	薛蟠	3
薛蟠	贾珠	1
同喜	王夫人	1
贾琏	薛蟠	1
李贵	薛宝钗	1
薛宝钗	贾环	1
莺儿	贾琏	1
薛宝钗	贾琏	1
平儿	小红	1
袭人	贾琏	2
贾琏	晴雯	1
丰儿	袭人	1
兴儿	喜儿	1
兴儿	贾蓉	2
兴儿	张华	1
兴儿	柳湘莲	1
兴儿	贾敬	1
平儿	笑儿	1
丰儿	贾瑞	1
平儿	贾瑞	1
鲍二家的	尤二姐	1
尤二姐	平儿	1
贾瑞	贾珠	1
贾瑞	贾环	1
贾珠	贾环	1
贾政	贾瑞	1
尤二姐	秦业	1
王成	秦业	3
贾蓉	张华	5
庆儿	王信	1
王信	王子腾	1
贾蓉	王子腾	1
王成	贾蓉	2
王成	尤氏	4
贾蓉	秦业	1
张华	贾葛	1
王信	张华	1
王成	贾珍	3
王成	张华	1
秋桐	贾赦	2
秋桐	贾琏	6
秋桐	王夫人	3
秋桐	平儿	3
平儿	贾赦	1
贾迎春	贾惜春	3
秋桐	尤二姐	2
秋桐	王成	1
王成	王夫人	2
王荣	贾琏	2
秋桐	王狗	1
王狗	尤二姐	1
贾琏	尤二姐	1
平儿	贾琏	5
尤二姐	天文生	1
史湘云	贾琏	1
贾琏	林黛玉	1
林之孝	王成	2
尤二姐	柳湘莲	1
尤二姐	五儿	1
贾宝玉	柳湘莲	1
柳湘莲	五儿	1
翠缕	史湘云	2
贾宝玉	翠缕	1
贾芳	翠缕	1
贾蘅	王信	1
王成	贾荇	1
王子腾	王夫人	2
贾元春	贾探春	1
王信	贾政	1
保宁侯之子	王子腾	1
王夫人	林黛玉	1
贾宝玉	贾政	20
贾政	林黛玉	1
秦钟	紫鹃	1
贾探春	紫鹃	1
贾宝玉	赖大	1
鸳鸯	贾政	2
王荣	贾珍	2
王荣	贾赦	2
贾珍	贾赦	5
史太君	王夫人	1
贾珍	贾政	4
贾琏	贾政	2
贾政	贾赦	6
贾元春	贾珠	1
林之孝	贾瑞	2
赖大	贾瑞	1
林之孝	尤氏	2
林之孝	佩凤	1
北静王	尤氏	1
王狗	王信	1
袭人	薛宝琴	1
尤氏	薛宝琴	2
袭人	贾瑞	1
贾瑞	王夫人	4
林之孝	赵姨娘	1
鸳鸯	贾迎春	2
鸳鸯	王夫人	2
贾迎春	贾探春	6
四姐	贾琼	1
四姐	喜鸾	4
贾琼	喜鸾	1
鸳鸯	王成	5
四姐	尤氏	1
尤氏	喜鸾	1
平儿	琥珀	1
鸳鸯	司棋	6
鸳鸯	来旺	1
鸳鸯	王熙凤	1
来旺	王成	1
来旺	王熙凤	1
王成	王熙凤	1
平儿	朱大娘	2
鸳鸯	朱大娘	1
鸳鸯	李贵	1
贾琏	彩霞	1
贾珍	贾珠	1
林之孝	贾琏	3
彩霞	贾环	2
赵姨娘	小霞	1
彩霞	王夫人	1
彩霞	赵姨娘	1
王夫人	贾环	1
贾政	赵姨娘	4
小鹊	赵姨娘	1
小鹊	贾宝玉	1
贾宝玉	小鹊	1
小鹊	晴雯	1
小鹊	王信	1
晴雯	王信	1
王成	贾政	4
玻璃	晴雯	2
李纨	尤氏	1
林之孝	贾迎春	1
贾迎春	林黛玉	1
傻大姐	王夫人	2
王狗	王夫人	2
王信	司棋	1
司棋	贾探春	1
贾迎春	平儿	1
贾探春	平儿	1
薛宝钗	平儿	1
平儿	贾迎春	1
贾迎春	贾宝玉	2
柳家的	王信	1
柳家的	玻璃	1
柳家的	晴雯	1
王信	玻璃	1
王信	晴雯	1
贾宝玉	贾迎春	1
李贵	平儿	1
翠云	嫣红	1
王成	佩凤	1
佩凤	贾珍	5
王荣	李贵	1
来旺	贾瑞	1
来旺	来喜家的	1
贾瑞	来喜家的	1
王善保家的	王夫人	3
李贵	王夫人	1
袭人	王夫人	2
麝月	王夫人	1
晴雯	王夫人	8
贾宝玉	贾敏	2
袭人	贾敏	1
麝月	贾敏	1
贾宝玉	王善保家的	2
薛宝钗	王善保家的	1
贾探春	贾瑞	1
贾探春	王善保家的	2
王成	王善保家的	1
王狗	贾探春	1
平儿	王善保家的	1
入画	贾珍	1
司棋	王善保家的	2
司棋	李嬷嬷	1
司棋	王夫人	2
李嬷嬷	王夫人	2
贾惜春	尤氏	4
贾惜春	入画	2
入画	尤氏	1
贾惜春	王成	2
贾惜春	王夫人	2
素云	李纨	1
炒豆	尤氏	1
尤氏	贾环	1
尤氏	李嬷嬷	1
尤氏	银蝶	3
李嬷嬷	银蝶	1
王狗	李公子	1
王狗	李纨	1
李公子	李纨	1
贾珍	贾环	2
贾珍	贾兰	2
贾珍	贾琮	1
贾环	贾宝玉	2
贾环	贾兰	3
贾环	贾琮	1
邢德全	王夫人	2
李贵	邢德全	1
薛蟠	贾敬	1
贾演	贾敬	1
贾蓉	贾芳	4
贾芳	贾珍	1
文花	佩凤	1
文花	贾珍	1
傅试	贾敬	1
傅试	贾珍	1
贾敬	贾珍	1
尤氏	贾赦	2
尤氏	琥珀	1
尤氏	贾政	1
贾赦	鸳鸯	1
贾赦	琥珀	1
贾赦	贾政	2
王夫人	贾政	1
琥珀	贾政	1
贾珍	贾蓉	1
贾赦	贾环	1
贾赦	贾宝玉	1
贾赦	贾琏	1
贾赦	贾兰	1
贾赦	贾蓉	1
贾环	贾琏	1
贾环	贾蓉	1
贾琏	贾蓉	1
贾兰	贾政	2
贾蓉	贾政	1
贾探春	贾惜春	1
傅试	贾政	1
尤氏	四儿	1
翠缕	紫鹃	4
翠缕	秦钟	1
傅试	林黛玉	1
王荣	林黛玉	1
贾兰	林黛玉	1
贾琼	史湘云	1
史湘云	李绮	1
贾菌	史湘云	1
翠缕	李嬷嬷	1
妙玉	林黛玉	1
薛宝钗	贾瑞	2
王信	薛宝钗	1
司棋	贾迎春	5
王善保家的	贾瑞	1
贾迎春	贾瑞	1
司棋	贾瑞	5
司棋	贾赦	1
贾迎春	贾赦	2
王成	贾瑞	1
贾宝玉	司棋	1
司棋	入画	2
司棋	贾宝玉	2
入画	贾瑞	1
入画	贾宝玉	1
贾瑞	贾宝玉	1
王善保家的	晴雯	1
贾宝玉	李嬷嬷	2
四儿	李嬷嬷	1
王成	四儿	1
四儿	王夫人	1
贾芳	李嬷嬷	1
贾芳	王夫人	2
赖大	晴雯	1
李嬷嬷	贾敬	1
贾政	贾兰	1
贾政	贾环	1
智通	王信	1
智通	王夫人	1
蕊官	智通	1
贾芳	智通	1
藕官	智通	1
晴雯	贾宝玉	2
晴雯	贾蓉	1
晴雯	李公子	1
王夫人	李公子	1
王夫人	贾芳	1
贾蓉	李公子	1
李公子	贾芳	1
贾环	贾珠	1
贾珠	王夫人	1
贾兰	王夫人	1
贾宝玉	贾蘅	1
司棋	薛宝钗	1
司棋	贾芳	1
入画	晴雯	1
入画	薛宝钗	1
入画	贾迎春	1
入画	贾芳	1
晴雯	贾迎春	1
薛宝钗	贾迎春	1
贾迎春	贾芳	1
王成	贾敏	1
贾演	王信	1
贾演	贾敷	1
王信	贾敷	1
贾兰	秦业	1
秦业	贾环	1
贾宝玉	贾藻	1
贾蓉	晴雯	3
李贵	贾敬	1
王信	王成	2
史鼎	贾环	1
檀云	麝月	1
贾芳	鹦鹉	1
王信	李公子	1
贾蓉	贾兰	1
贾蘅	贾兰	1
王成	贾兰	1
贾迎春	晴雯	2
李公子	林黛玉	1
林黛玉	李嬷嬷	1
林黛玉	贾赦	1
李嬷嬷	贾赦	1
王荣	贾政	1
贾宝玉	孙绍祖	1
贾菱	贾荇	1
贾琏	贾菱	1
李贵	贾菱	1
贾菱	贾敬	1
王成	贾迎春	1
贾宝玉	薛蟠	1
贾菱	薛蟠	1
傅试	夏金桂	1
李绮	邢岫烟	1
贾探春	李纹	2
贾探春	麝月	2
王信	贾探春	1
王信	麝月	1
李纹	李绮	1
袭人	贾政	1
贾代儒	贾政	2
贾代儒	贾宝玉	4
